,SPY,QQQ,IWM,EFA,EEM,TLT,IEF,GLD,VNQ,DBC
2024-01-30,29.753,40.5938,67.9152,51.1629,75.1842,293.3931,261.1038,175.6848,45.3199,100.8416
2024-01-31,29.3653,40.0058,66.9952,50.5919,73.8469,293.6464,260.7655,177.4692,45.102,101.2313
2024-02-01,29.3668,40.2581,66.6515,50.0803,73.2316,291.7096,261.3936,177.6159,45.0484,100.3665
2024-02-02,29.3275,40.113,65.8791,49.8076,72.2149,293.6994,261.6396,176.6474,44.6071,99.4817
2024-02-05,29.4775,39.8604,65.8067,50.5327,72.2546,292.5074,260.7563,178.1111,44.8733,100.5281
2024-02-06,28.8995,38.4873,63.5868,49.7323,71.6839,295.7991,260.7611,177.6792,44.1831,99.4987
2024-02-07,29.1062,38.3584,63.94,49.9057,71.589,297.4914,262.3941,180.3059,43.9837,99.6238
2024-02-08,28.6669,37.0899,62.5828,48.7344,70.458,298.6893,263.6916,179.3984,43.5346,98.1444
2024-02-09,28.7725,37.1041,62.6008,48.6628,70.9788,298.0834,263.7099,179.5027,43.6257,99.1575
2024-02-12,28.7775,37.1217,62.7117,48.7148,70.4351,297.9135,264.8972,179.9108,43.5694,99.6584
2024-02-13,29.1381,37.8157,64.1052,49.2242,71.1367,296.7134,263.0876,179.4848,43.5289,99.9525
2024-02-14,29.5005,38.5959,64.2841,49.6244,71.9999,296.6889,263.2318,180.552,43.7094,100.2557
2024-02-15,29.3608,38.4784,63.7284,49.571,71.3254,296.9281,263.1236,179.5731,43.7306,100.2077
2024-02-16,29.2032,38.6529,63.3383,49.6095,71.5147,299.7645,264.4773,179.9124,43.5091,101.2937
2024-02-19,29.2581,39.0367,64.6478,49.6937,72.5575,295.8157,263.4205,181.4919,43.7798,101.4045
2024-02-20,28.8423,38.5391,64.3406,49.5544,71.0905,295.4788,263.2328,182.5182,43.4796,101.1805
2024-02-21,28.9759,38.4441,64.4069,49.5506,71.0541,294.6514,264.2328,185.5537,43.5977,101.4683
2024-02-22,28.855,38.0141,64.4447,49.138,70.4319,296.0917,263.8554,186.0954,43.7506,100.9076
2024-02-23,28.7164,37.8988,64.5983,49.3236,69.8801,297.7872,264.3519,186.197,43.7594,100.9899
2024-02-26,28.4843,37.3631,63.3918,48.7172,69.0836,299.2773,263.8991,186.0973,43.1838,101.4223
2024-02-27,29.2184,39.1711,65.3986,49.446,70.7016,296.0034,262.702,185.4687,43.738,101.4625
2024-02-28,28.7196,38.6462,64.8556,48.9085,70.1905,298.3555,263.4949,183.7274,43.6032,101.0925
2024-02-29,28.5838,38.7894,65.2874,49.1375,70.4897,300.2711,263.6532,185.5646,44.0617,101.4864
2024-03-01,28.1009,38.1018,64.1524,48.8407,69.9092,301.5399,263.3738,184.9077,43.0595,99.3546
2024-03-04,28.1871,38.3334,64.6498,49.0009,70.4403,301.4337,263.4954,185.7867,43.3109,99.3683
2024-03-05,28.1773,38.7884,64.3062,49.4368,70.9334,300.6881,263.5246,187.3097,43.9635,99.7496
2024-03-06,28.4639,38.9738,65.2585,49.7034,71.0599,301.1012,265.0287,187.6998,44.0082,99.7526
2024-03-07,28.1646,38.4126,63.8512,49.27,69.8154,300.9526,264.6536,188.4081,44.4444,99.8143
2024-03-08,28.5441,38.5527,64.1508,49.3569,70.174,299.3031,264.6788,187.4852,44.4938,100.0697
2024-03-11,28.4487,38.5851,63.361,49.8757,70.3929,301.4806,263.9215,187.2098,44.2707,99.6366
2024-03-12,28.5767,38.8103,63.2705,50.0376,71.1351,302.4552,264.3775,186.5786,44.2406,99.3572
2024-03-13,29.0615,39.3633,64.6462,50.3842,72.9991,300.5244,262.1836,186.0669,44.4936,98.9196
2024-03-14,29.2094,39.234,64.7956,51.0808,73.2073,301.5268,263.1307,187.0207,44.0223,99.4121
2024-03-15,29.5283,39.889,65.4454,51.686,74.4206,303.0544,263.4332,187.6085,44.338,101.3576
2024-03-18,30.0362,40.9999,67.1902,52.5861,76.2158,302.4239,263.4876,185.8914,44.9108,100.9578
2024-03-19,30.0425,41.4079,68.5023,53.4945,76.5193,303.7034,264.5661,186.7786,44.9773,100.9768
2024-03-20,30.0996,41.7575,68.9442,53.905,76.7536,302.0205,265.2572,184.59,44.9898,101.2576
2024-03-21,30.0901,41.3658,68.6173,53.9337,77.864,304.0938,265.691,183.7012,45.1844,101.9075
2024-03-22,29.7297,41.1428,68.2241,53.7595,77.9933,306.4836,266.7854,180.8613,45.2039,101.2095
2024-03-25,30.2931,41.5139,69.535,54.5819,79.2975,311.8889,268.0708,180.7465,45.5076,101.8837
2024-03-26,30.4338,41.203,69.1343,54.6937,80.0057,311.5573,269.0014,181.6455,45.735,101.763
2024-03-27,30.0808,40.6137,69.3254,54.2658,78.5405,312.3225,269.4584,180.0241,44.9547,100.4197
2024-03-28,29.9717,40.878,69.885,54.292,78.1496,312.5569,268.6742,178.1087,45.0361,100.8106
2024-03-29,30.507,41.2187,69.9466,54.5114,78.089,311.8369,267.6573,176.9568,45.3286,101.3016
2024-04-01,30.2918,40.4006,68.4815,54.0826,77.4272,312.6654,268.9552,177.419,44.7681,101.2847
2024-04-02,30.531,40.7078,69.3807,54.7098,78.033,311.7559,269.3076,180.162,45.1464,101.2166
2024-04-03,30.3958,40.7768,68.8193,54.7072,77.6994,314.8312,269.9068,180.2504,44.8639,100.8864
2024-04-04,30.2927,40.5167,69.0491,54.8717,77.4837,314.5366,271.182,178.7688,44.467,100.1904
2024-04-05,30.136,40.2986,68.4053,55.1622,76.1144,316.8757,271.9015,178.7955,44.6742,99.2058
2024-04-08,30.2274,40.601,69.6367,55.7365,76.9876,317.6772,272.4996,177.9518,45.0519,98.6047
2024-04-09,30.1961,40.56,69.6514,55.7161,76.1485,321.7654,273.6094,178.8897,44.8195,99.4846
2024-04-10,30.5817,40.8335,71.1481,55.9919,75.9522,324.7055,274.9432,179.4978,44.3675,98.3817
2024-04-11,30.524,40.7744,71.3187,56.3494,75.1387,324.8209,274.9152,178.8687,43.648,98.444
2024-04-12,30.1651,40.6435,70.0646,55.7357,74.1676,320.4887,273.2796,179.5085,44.0632,98.3993
2024-04-15,29.8706,40.4603,70.8458,56.2207,74.1126,322.2706,274.167,179.8509,43.8642,97.2771
2024-04-16,30.0542,41.1987,71.8785,56.2463,75.1683,324.2658,276.5005,179.729,44.111,97.393
2024-04-17,29.8017,40.9601,71.6847,56.2952,74.0186,323.7379,277.89,179.3649,43.6292,96.9771
2024-04-18,29.6666,40.2055,71.5609,56.0573,73.3985,325.9017,278.5278,179.3272,43.298,96.4119
2024-04-19,29.6123,40.67,71.462,56.3418,72.9332,325.961,278.1904,179.3031,43.4373,96.3272
2024-04-22,29.4895,40.4088,69.9347,55.523,71.9724,328.1358,279.3114,176.513,43.184,95.3929
2024-04-23,28.9782,39.7907,68.9196,55.2323,71.2018,327.5313,279.5793,177.3,42.8216,95.4667
2024-04-24,28.463,38.8268,68.1387,54.025,70.3895,329.0059,280.4529,177.6039,41.9857,95.6434
2024-04-25,28.82,38.995,69.3969,54.1666,70.1077,328.9555,280.2117,175.0448,42.1668,95.1761
2024-04-26,28.9257,38.2888,69.8073,54.2696,70.0154,326.6519,277.5477,175.4816,42.0719,94.3466
2024-04-29,28.5384,38.0116,69.3314,54.1194,68.5873,332.0025,280.428,176.1668,40.9872,91.9301
2024-04-30,28.447,37.2753,68.3362,53.3452,67.1773,334.8873,280.2079,175.2318,40.3604,91.6439
2024-05-01,29.393,38.9494,71.2956,54.995,69.1023,329.6407,278.91,174.6091,41.3042,92.4414
2024-05-02,30.1462,39.4464,73.5994,56.0647,70.5734,330.3923,280.0817,174.946,41.911,92.144
2024-05-03,29.5074,38.1989,71.8448,55.0164,69.0722,335.0309,282.2298,173.8851,41.5034,91.2151
2024-05-06,29.5554,38.3652,71.7327,55.4039,68.5237,335.7913,283.1335,173.8572,41.3445,90.5424
2024-05-07,29.9439,38.6912,72.3901,55.6502,68.8691,338.8831,284.1734,173.998,41.5056,89.9119
2024-05-08,29.8268,38.402,70.5612,55.5061,68.1504,342.7857,286.1755,175.8804,40.753,90.2095
2024-05-09,30.2776,39.014,71.6419,55.6822,69.1654,340.3,284.6768,176.9491,41.3921,90.8057
2024-05-10,30.547,39.4794,72.8329,55.7893,70.3341,337.7629,283.9937,176.3754,41.5512,90.4224
2024-05-13,30.7022,39.5897,73.3592,56.4467,71.2624,337.4375,282.7162,177.6589,41.809,92.2607
2024-05-14,30.7168,39.0357,73.1127,56.3684,70.9059,339.1964,282.9305,178.4712,41.7288,91.7602
2024-05-15,30.5302,38.7889,72.0278,55.666,70.5176,338.9917,283.5062,174.9364,41.3417,91.0877
2024-05-16,30.4183,39.1445,70.9587,56.2089,69.9632,337.6743,283.3708,175.9788,40.963,90.9449
2024-05-17,30.9243,39.8645,73.4568,57.773,72.2323,337.7004,282.8261,175.9798,41.8362,92.2523
2024-05-20,31.1209,40.1034,74.1842,58.4601,72.481,339.221,282.4216,176.9937,42.1744,93.44
2024-05-21,30.6852,39.1245,72.2975,57.0972,70.1745,337.811,282.0735,178.0065,41.9847,92.8231
2024-05-22,30.7487,39.5272,73.5318,57.403,71.3348,339.3228,280.7758,178.0971,42.6155,93.4264
2024-05-23,30.8978,39.5259,74.0757,57.1913,71.0266,336.2219,279.579,177.6624,43.162,94.3753
2024-05-24,31.118,39.8855,74.5537,57.4064,71.3199,334.8656,278.7417,177.4007,42.9923,94.4743
2024-05-27,31.1356,40.0435,75.1756,57.2291,70.9232,332.5955,277.4359,175.4088,43.2656,93.7105
2024-05-28,30.8304,39.1468,73.0983,56.0487,70.9763,332.4853,278.6357,177.5855,42.268,93.6307
2024-05-29,30.8143,40.094,73.5951,55.6652,72.3199,331.5313,278.6912,177.2773,42.8229,93.2318
2024-05-30,30.9371,39.7681,73.8705,55.4791,72.7388,333.5391,279.2883,177.9052,43.1018,92.8116
2024-05-31,30.8988,40.0525,73.332,54.6407,72.5653,337.0526,281.3024,176.8652,43.0473,91.6118
2024-06-03,30.148,39.7037,71.5915,53.8554,72.0243,339.0229,281.901,176.6197,42.4384,91.3157
2024-06-04,30.2439,39.6141,71.244,53.8315,71.6495,337.1989,281.8831,176.8529,42.4197,90.0415
2024-06-05,30.1929,38.809,70.7582,53.3308,71.776,336.1436,282.0632,176.0155,42.0808,89.3431
2024-06-06,30.0516,38.7032,70.8307,52.8344,71.2554,334.6316,281.5452,174.7194,41.9328,88.0414
2024-06-07,29.7055,38.2253,69.6187,52.5575,71.6928,337.304,281.5323,176.438,41.6951,88.4327
2024-06-10,29.1783,37.735,67.5829,51.8763,70.7786,336.8321,281.8353,176.4105,40.8541,87.5838
2024-06-11,29.3511,37.1991,67.5773,51.6966,70.2634,339.7206,281.4765,176.3553,40.4546,87.2336
2024-06-12,28.7127,36.5748,65.7247,50.6238,68.8267,341.3999,282.3351,176.646,40.4042,86.8905
2024-06-13,28.6168,36.9427,65.6101,50.6996,69.0565,338.8914,280.7161,177.8338,40.5666,87.4765
2024-06-14,28.8341,37.5324,65.0661,50.8048,69.14,339.9747,280.8347,177.9257,40.721,85.3807
2024-06-17,28.5155,37.2942,65.2607,50.6382,69.1112,337.4119,281.3049,177.0804,40.6303,84.8034
2024-06-18,28.3754,37.0184,65.407,51.1162,68.9341,337.1408,280.4564,177.3189,40.5691,85.978
2024-06-19,27.9996,36.2818,64.1518,50.3535,68.0554,337.8158,280.9207,176.5399,40.0473,85.5302
2024-06-20,28.4429,37.3212,65.2928,51.0641,69.6653,339.5225,280.7679,177.1653,40.3306,85.8694
2024-06-21,28.3239,37.2348,64.1614,50.7718,69.4993,337.6595,280.2694,176.2007,39.7285,85.9983
2024-06-24,27.8083,36.4903,62.3751,50.0488,69.3826,338.0035,281.1341,175.4845,39.3654,85.2703
2024-06-25,27.3573,35.7822,61.1811,49.4085,69.07,341.6758,282.2441,175.9004,39.3252,85.4997
2024-06-26,27.1141,35.2656,60.2785,49.1197,69.6826,344.757,282.2405,176.5004,38.8263,86.4139
2024-06-27,26.4404,34.4645,58.713,48.4501,68.3491,346.9467,283.3568,178.3194,38.0882,86.6529
2024-06-28,26.1511,34.09,58.2389,47.9831,67.0129,345.1527,282.3098,179.3428,38.2503,86.4034
2024-07-01,25.5377,33.3014,57.2572,47.0389,65.3681,346.8844,283.4244,178.7445,37.4257,85.895
2024-07-02,25.3146,33.1823,56.3425,46.7351,64.8252,347.0163,282.4144,179.1622,37.3459,85.5407
2024-07-03,24.8045,32.2164,54.7211,45.6104,62.8522,351.8396,284.7626,177.1264,37.5552,85.2156
2024-07-04,25.1662,32.766,55.7049,46.0685,62.525,353.5553,286.7479,176.789,37.8916,84.4074
2024-07-05,25.0752,32.6144,55.4161,46.018,63.0503,357.4742,288.8682,178.2103,37.8761,83.9872
2024-07-08,24.7234,32.0881,54.8042,46.0249,61.6634,360.2099,291.206,177.0639,37.7553,83.5888
2024-07-09,24.4421,31.6454,54.3225,46.2943,61.4906,364.3343,292.9277,176.7039,37.5945,83.752
2024-07-10,24.4829,31.2923,53.7983,45.823,61.9628,363.154,293.6545,177.8788,37.1271,83.3703
2024-07-11,24.3154,31.1183,53.9117,45.7845,61.4356,360.3392,294.8127,176.1394,36.6477,82.0368
2024-07-12,24.1633,30.9634,53.5919,45.7693,61.1754,363.8583,294.8201,176.1189,36.5367,81.0922
2024-07-15,24.2853,31.325,53.7543,45.8862,61.2739,363.0419,293.8903,178.9447,36.847,80.9477
2024-07-16,24.2525,31.5459,53.2646,45.5395,61.4608,364.6235,296.7462,177.5017,36.5942,80.071
2024-07-17,24.1386,31.7299,53.2379,45.8746,60.8243,368.7757,299.1918,178.2857,36.7487,79.5466
2024-07-18,24.0942,31.161,52.8264,45.7859,60.3975,370.6276,298.7573,177.8512,36.8906,78.9903
2024-07-19,23.9436,30.5931,51.9586,45.5625,60.4411,371.5604,298.4672,177.0883,36.8411,78.5325
2024-07-22,23.7678,30.0855,51.5145,45.5342,59.8847,376.0738,300.521,177.9076,36.4349,78.7687
2024-07-23,23.6296,29.7802,51.4238,45.3792,58.6828,374.7816,299.1149,178.5184,35.793,78.7356
2024-07-24,23.5216,29.4034,50.6606,45.0321,58.7113,375.5907,298.8076,178.6225,35.5204,78.1455
2024-07-25,23.1831,28.4957,49.1516,43.9508,56.9542,382.918,302.2288,178.0471,34.4054,77.0746
2024-07-26,23.3801,28.5001,49.0281,43.9524,57.1811,385.103,304.5873,178.1076,33.9411,77.9365
2024-07-29,23.627,28.5537,48.4459,44.2462,57.4519,387.512,305.8278,178.57,34.0094,78.74
2024-07-30,23.4383,27.8174,48.3547,43.8846,56.7464,393.074,307.6049,178.1306,33.8215,78.4531
2024-07-31,23.173,27.9479,47.7657,43.5835,57.4173,395.6163,308.8789,178.5158,33.2226,78.771
2024-08-01,23.1089,27.7149,47.1137,43.7169,57.2974,397.5599,310.0312,176.952,32.8938,77.8421
2024-08-02,23.2191,27.9389,46.8316,43.7858,57.3939,397.4624,308.7306,178.4028,32.965,78.8756
2024-08-05,22.842,26.9445,45.3673,43.1129,56.3371,402.7964,308.9421,178.663,32.2281,78.7182
2024-08-06,22.6401,26.9016,44.9372,43.0011,56.1853,404.4529,310.0443,178.373,31.7812,78.8422
2024-08-07,22.5514,26.6974,45.0509,43.1895,55.8244,406.9966,312.0774,176.4237,31.7958,78.7913
2024-08-08,22.2411,26.4891,44.1296,42.9904,55.39,407.2928,313.1955,177.0961,31.2397,78.8992
2024-08-09,22.4177,26.6344,43.9279,43.1987,55.5005,401.5201,313.3104,177.2548,31.0001,78.7836
2024-08-12,22.0513,26.3835,43.3312,42.6182,54.8223,404.5396,315.437,177.6938,30.342,78.5469
2024-08-13,22.0313,26.0173,43.1629,42.5008,54.478,409.1891,318.2957,177.5861,30.2472,77.5146
2024-08-14,21.4735,25.5725,42.1594,41.6397,52.7531,409.4073,319.2047,177.8213,29.7329,76.852
2024-08-15,21.6595,25.7353,42.5826,41.5387,53.4988,415.7318,321.2631,177.8714,29.6572,77.2326
2024-08-16,21.4549,25.2273,42.1007,41.2689,52.8026,412.2914,320.4345,178.626,29.5902,76.9829
2024-08-19,21.1295,25.0392,41.3268,40.6048,52.0808,417.4318,321.7741,177.7373,29.2455,77.8437
2024-08-20,20.9091,24.7116,40.0077,39.847,50.9009,421.0797,321.9526,178.79,28.3958,78.2707
2024-08-21,20.5344,23.8936,38.7985,39.2619,49.8206,425.8519,323.02,178.1742,28.1321,77.3631
2024-08-22,20.4745,23.7945,38.3884,39.0653,49.1382,427.6916,323.124,176.8541,28.1924,77.4255
2024-08-23,20.1229,23.3765,37.3336,38.4737,48.633,429.1569,324.4651,177.1526,27.7206,76.6604
2024-08-26,20.0011,23.2255,37.1339,38.6486,48.8117,437.0475,326.7224,178.9523,27.4608,77.3275
2024-08-27,20.1431,23.3565,36.4974,38.6361,48.588,437.628,324.7483,178.8801,27.7264,76.9701
2024-08-28,20.3474,23.8366,36.8163,39.4339,48.9181,437.2532,326.0211,179.4846,27.7739,77.2268
2024-08-29,19.822,23.1769,35.8034,38.6217,47.369,441.3332,327.4786,181.6365,27.2814,77.5041
2024-08-30,19.7529,23.1529,35.2731,38.411,47.1281,441.8165,326.4968,183.2643,27.1558,78.66
2024-09-02,19.2123,22.5473,34.3047,37.4561,45.6919,444.0503,328.0835,182.0382,26.5873,78.1476
2024-09-03,18.9661,22.3452,34.0249,37.2062,45.1537,440.284,328.1112,183.0679,26.4639,78.4556
2024-09-04,18.9834,22.3731,34.056,37.8703,45.5045,438.7383,326.7801,185.6596,26.6632,79.0225
2024-09-05,18.5533,22.0835,33.6806,37.1736,44.6653,438.1122,327.7252,186.6249,26.5844,78.8817
2024-09-06,18.323,21.8657,33.4425,36.6129,44.0226,438.3192,326.7341,187.4766,26.697,78.4401
2024-09-09,18.2316,21.7061,33.661,36.4339,43.5645,438.6501,327.5229,188.895,26.659,79.6184
2024-09-10,18.2026,21.6432,33.5211,35.9764,43.5647,436.7091,327.5651,187.6929,26.4878,78.891
2024-09-11,18.4883,21.953,33.9026,36.1473,43.8588,433.4038,326.0983,190.4709,26.6541,79.7783
2024-09-12,18.3522,21.6453,33.4548,35.6401,43.5405,435.0769,326.1594,191.0411,26.579,78.9303
2024-09-13,18.1024,21.0268,32.8583,35.1269,42.8592,435.068,326.6548,190.7019,25.9966,78.8449
2024-09-16,18.2565,21.5212,33.2596,35.1401,43.7457,434.6765,328.4236,191.9811,26.6296,78.4869
2024-09-17,18.4917,21.7053,33.5857,35.5714,43.7422,432.877,327.5283,191.735,26.7921,78.2248
2024-09-18,18.427,21.7129,33.5442,34.911,43.3921,433.0283,327.5572,191.6379,26.3514,78.2392
2024-09-19,18.6442,22.0207,34.1781,35.1876,44.0145,428.7113,328.8716,192.0007,26.5673,78.4767
2024-09-20,18.7124,22.2499,34.4824,35.1652,43.8661,429.9001,328.5092,192.6727,26.4823,78.224
2024-09-23,18.6315,22.3922,34.2285,35.3587,44.2641,432.2236,329.3302,191.9595,26.416,78.1838
2024-09-24,18.8766,22.8077,34.267,35.6756,44.095,433.5696,329.5807,194.0033,26.3168,78.2231
2024-09-25,19.2974,23.2803,34.8525,36.3153,44.3955,432.3277,329.6873,193.8369,26.5494,78.2292
2024-09-26,19.1561,23.0591,34.6706,35.9648,43.4768,431.2095,328.5604,193.4564,26.0349,78.0717
2024-09-27,19.2788,23.4981,34.8987,36.1395,43.5943,430.0386,327.24,194.8087,26.1475,78.8668
2024-09-30,19.2797,23.9071,34.7549,36.2405,43.5693,428.2894,326.5726,193.0613,26.0386,78.1534
2024-10-01,19.1693,23.7502,34.9367,36.349,43.7043,427.7343,326.0723,193.7339,25.933,78.7864
2024-10-02,19.1067,23.8262,35.0347,36.4701,43.6004,423.8409,325.5937,193.2234,25.8034,78.8762
2024-10-03,19.079,23.6836,35.108,36.4171,43.2695,424.397,326.2755,194.1227,25.7459,79.1465
2024-10-04,18.8836,23.4146,34.5304,36.1223,42.3532,424.1683,325.5438,193.4379,25.6872,78.588
2024-10-07,18.9626,23.4026,34.3733,36.0838,41.9442,427.2951,326.04,193.2273,25.7207,77.5981
2024-10-08,18.9111,22.9477,34.4182,36.0075,41.8282,427.4506,327.2016,192.7353,25.8014,77.3437
2024-10-09,19.0155,23.1974,34.7291,36.6988,42.4646,423.6722,326.7926,192.8363,25.9375,76.9326
2024-10-10,18.7362,22.9896,34.0965,36.2578,41.8318,423.5706,326.7888,192.8263,25.6861,76.922
2024-10-11,19.0458,23.4303,34.6196,36.7668,42.9392,419.9929,326.0064,190.9329,26.1591,76.7313
2024-10-14,18.9995,23.5318,34.4239,36.5982,42.5314,419.9913,325.2562,189.5879,26.2863,76.4456
2024-10-15,19.1352,23.5116,34.5738,36.6361,42.3668,417.4903,326.1164,189.6503,26.131,76.2815
2024-10-16,19.3447,23.5271,34.2507,36.2651,42.3237,413.4369,325.8503,189.863,26.3616,76.2361
2024-10-17,19.829,24.2905,35.22,36.8564,43.5902,412.6243,323.4939,189.357,26.6317,75.8287
2024-10-18,19.774,24.2944,34.9128,36.9284,43.497,413.0899,323.345,188.4899,26.4524,75.9731
2024-10-21,19.322,23.8533,34.2093,36.3445,42.3339,415.1673,324.3005,188.1312,26.0745,76.5572
2024-10-22,19.5066,24.2618,34.5156,36.6548,42.9865,413.1484,324.6302,188.6093,26.3,76.6808
2024-10-23,19.4706,24.3466,34.5511,37.1551,43.6709,415.1152,326.2574,188.4202,26.1387,77.204
2024-10-24,19.5356,23.9513,34.2965,37.0732,43.3952,415.3652,326.3762,188.6411,25.8934,77.0776
2024-10-25,19.6506,24.3076,34.7022,37.0409,43.6445,409.6875,323.6874,187.7759,26.1465,76.7646
2024-10-28,19.4006,23.588,33.9858,36.2898,43.2806,412.6987,324.1747,187.7083,25.8083,76.3519
2024-10-29,19.6979,24.2649,35.0825,36.8636,44.7418,412.002,323.5176,188.4731,26.0429,76.8208
2024-10-30,19.6559,24.333,35.0247,36.6701,44.985,414.4579,324.5185,189.1977,26.0002,75.9119
2024-10-31,19.4315,24.0351,34.4089,36.2358,43.8565,414.6823,324.9483,188.6598,25.6194,75.4331
2024-11-01,19.6268,24.2623,34.4513,36.3455,44.3204,415.4859,324.8721,188.8413,25.8515,74.9929
2024-11-04,19.4929,24.2166,34.0956,36.3611,44.1558,415.1785,325.5359,188.1984,25.6927,74.1198
2024-11-05,19.4492,23.7901,33.7198,35.9651,43.6136,418.7416,326.5826,189.2994,25.8089,73.7817
2024-11-06,19.7471,24.3423,34.5975,36.4111,44.6452,419.8592,325.1537,185.9385,26.1546,72.9287
2024-11-07,19.709,24.0295,34.2781,36.3364,44.6092,420.6152,324.1643,184.7789,25.9029,72.2886
2024-11-08,20.0886,24.3962,34.3087,36.8795,45.6973,420.2541,323.3997,186.9494,26.1943,73.2866
2024-11-11,20.0683,24.5716,34.2144,36.8379,45.2581,420.5626,322.8717,188.2042,26.1702,73.4192
2024-11-12,20.237,25.0864,34.5737,36.7036,45.8598,419.0175,322.8211,189.7276,26.2632,73.5096
2024-11-13,20.1391,25.0914,34.2752,36.5825,45.3611,416.0295,323.0226,188.89,26.4524,73.1549
2024-11-14,20.3643,25.2602,34.7423,36.7181,45.6647,417.2768,323.0703,186.7685,26.4546,73.2462
2024-11-15,20.1765,24.9713,33.9333,36.7538,45.9545,420.0913,324.5825,185.3873,26.2238,72.0313
2024-11-18,19.7895,24.5415,33.7271,36.433,44.853,423.0147,325.9253,184.839,25.924,72.2578
2024-11-19,19.782,24.6199,33.8492,36.3585,44.251,426.6946,327.0393,184.6864,25.6478,71.5355
2024-11-20,20.0107,25.1047,34.2334,36.8602,45.159,427.6026,327.6218,185.2072,26.1006,71.7106
2024-11-21,19.8777,24.8526,34.1361,37.1587,45.1972,427.0399,327.4217,185.7415,26.2657,71.8755
2024-11-22,20.2617,25.2605,34.747,37.8191,46.1611,423.5431,326.1067,187.0993,26.6277,72.2469
2024-11-25,20.008,24.7158,34.582,37.6605,45.6118,420.8248,326.4164,187.8051,26.5983,71.9992
2024-11-26,19.9342,24.757,34.3269,38.0174,45.5256,426.3187,327.1422,187.5196,26.434,72.3649
2024-11-27,19.7289,24.4179,33.6568,37.6515,45.428,426.6165,327.842,186.3687,26.0178,72.2676
2024-11-28,19.8968,24.518,34.5449,37.7663,45.9874,424.9445,326.7273,188.3221,26.2297,72.2548
2024-11-29,19.7801,24.6053,34.694,37.6811,45.2802,423.2626,326.5844,188.3493,26.1091,72.1406
2024-12-02,20.2199,25.2774,35.4736,38.1814,46.9779,420.2937,325.3041,186.7371,26.1383,72.3934
2024-12-03,19.8746,24.7638,34.786,37.0925,46.2204,420.9448,325.227,185.6719,25.5994,71.1997
2024-12-04,19.511,24.3961,34.0165,36.265,44.826,421.5845,325.896,187.1052,24.9654,71.2652
2024-12-05,19.0776,23.9121,33.4166,35.7071,44.0473,418.2933,325.9488,185.2426,24.4189,70.8596
2024-12-06,19.0206,23.4145,32.4492,35.3048,43.6511,424.6651,328.4815,185.6273,24.3136,69.9598
2024-12-09,19.1727,23.9998,33.0123,35.6822,44.6953,423.4318,327.3577,185.7306,24.7384,70.5362
2024-12-10,18.7787,23.5551,32.4158,35.3438,44.5161,421.9711,327.7827,186.3306,24.7016,70.8695
2024-12-11,19.012,23.8636,32.516,35.5007,44.6356,419.9177,326.7259,188.3814,24.9101,71.5327
2024-12-12,18.7664,23.4457,32.1208,35.2214,43.531,422.3803,326.8357,189.7558,24.8408,71.6303
2024-12-13,18.7094,23.3755,31.5357,34.9155,43.3955,420.9918,327.5539,188.8487,24.7295,71.36
2024-12-16,18.7844,23.205,31.3182,35.1632,43.0185,422.6633,328.5096,188.6694,25.0019,71.6418
2024-12-17,18.961,23.4051,31.4002,35.1623,43.6732,422.2139,327.5935,190.4255,24.9768,71.7159
2024-12-18,19.0828,23.5397,31.6135,35.2178,43.6571,420.2589,327.8453,192.4568,25.0551,71.5233
2024-12-19,18.6961,22.9284,31.2087,35.0533,43.1694,420.5126,327.4744,190.454,24.6068,71.519
2024-12-20,18.7063,22.7921,31.4399,34.7887,42.8774,420.666,326.274,191.3435,24.7752,71.6663
2024-12-23,18.9693,23.1679,31.7652,34.972,43.1459,423.5819,325.6821,192.2825,25.0316,72.1047
2024-12-24,19.2414,23.378,32.2271,34.9569,43.211,425.2899,326.3746,191.7096,25.3256,72.2705
2024-12-25,19.0525,22.649,31.6917,34.2036,42.5725,427.357,326.43,190.294,24.6878,70.4516
2024-12-26,19.2068,22.7985,32.0337,34.3867,42.5875,425.8046,325.5452,188.1118,24.713,70.1595
2024-12-27,18.8807,22.4183,31.6014,34.1658,42.3166,429.0566,325.0698,186.6669,24.2316,69.7024
2024-12-30,19.1688,22.6237,31.766,34.385,42.4612,429.6754,327.5857,187.9536,24.4055,69.619
2024-12-31,19.2803,22.9509,31.9037,34.5899,42.7346,428.5954,327.159,185.9738,24.5227,69.1285
2025-01-01,19.1538,22.661,31.3423,34.0928,42.3604,428.0413,327.7424,184.7409,24.471,68.857
2025-01-02,19.2348,22.7522,31.6198,34.0845,42.5754,432.3832,328.3236,182.1457,24.4873,68.7562
2025-01-03,19.0336,22.5214,31.3047,33.5583,41.9586,436.5177,329.4287,182.457,23.9735,68.9755
2025-01-06,19.2451,22.8697,31.4849,33.907,42.4741,437.1376,328.6406,181.3606,23.8381,70.0806
2025-01-07,19.3285,23.0024,31.738,34.1376,42.5025,435.5557,328.087,182.4483,23.9107,70.0487
2025-01-08,19.5753,23.5085,32.0717,34.453,43.1271,434.53,328.4279,182.999,24.1952,70.8591
2025-01-09,19.6093,23.8464,32.0734,34.7231,43.3887,429.9607,326.9251,184.5963,24.0117,71.1124
2025-01-10,20.1432,24.9232,33.0527,35.7366,44.7633,427.7526,326.3802,186.1041,24.545,72.6903
